"Main.group" "Scientific.Name" "Common.name" "Conservation.action.needed" "Avoid.negative.impacts"
"972" "Non vascular plants" "Staurastrum setigerum" "a Desmid alga" "-" "-"
"973" "Non vascular plants" "Staurastrum sexangulare" "a Desmid alga" "-" "-"
"974" "Non vascular plants" "Staurastrum sexcostatum" "a Desmid alga" "-" "-"
"975" "Non vascular plants" "Staurastrum simonyi" "a Desmid alga" "-" "-"
"976" "Non vascular plants" "Staurastrum spongiosum" "a Desmid alga" "-" "-"
"977" "Non vascular plants" "Staurastrum striolatum" "a Desmid alga" "-" "-"
"978" "Non vascular plants" "Staurastrum subarcuatum" "a Desmid alga" "-" "-"
"979" "Non vascular plants" "Staurastrum subavicula" "a Desmid alga" "-" "-"
"980" "Non vascular plants" "Staurastrum subcruciatum" "a Desmid alga" "-" "-"
"981" "Non vascular plants" "Staurastrum sublaevispinum" "a Desmid alga" "-" "-"
"982" "Non vascular plants" "Staurastrum subnudibrachiatum" "a Desmid alga" "-" "-"
"983" "Non vascular plants" "Staurastrum subpygmaeum" "a Desmid alga" "-" "-"
"984" "Non vascular plants" "Staurastrum subscabrum" "a Desmid alga" "-" "-"
"985" "Non vascular plants" "Staurastrum tohopekaligense" "a Desmid alga" "-" "-"
"986" "Non vascular plants" "Staurastrum uhtuense" "a Desmid alga" "-" "-"
"987" "Non vascular plants" "Staurastrum verticillatum" "a Desmid alga" "-" "-"
"988" "Non vascular plants" "Staurodesmus aristiferus" "a Desmid alga" "-" "-"
"989" "Non vascular plants" "Staurodesmus aversus" "a Desmid alga" "-" "-"
"990" "Non vascular plants" "Staurodesmus brevispina" "a Desmid alga" "-" "-"
"991" "Non vascular plants" "Staurodesmus bulnheimii" "a Desmid alga" "-" "-"
"992" "Non vascular plants" "Staurodesmus connatus" "a Desmid alga" "-" "-"
"993" "Non vascular plants" "Staurodesmus controversus" "a Desmid alga" "-" "-"
"994" "Non vascular plants" "Staurodesmus convergens" "a Desmid alga" "-" "-"
"995" "Non vascular plants" "Staurodesmus corniculatus" "a Desmid alga" "-" "-"
"996" "Non vascular plants" "Staurodesmus dickiei" "a Desmid alga" "-" "-"
"997" "Non vascular plants" "Staurodesmus glaber" "a Desmid alga" "-" "-"
"998" "Non vascular plants" "Staurodesmus grandis" "a Desmid alga" "-" "-"
"999" "Non vascular plants" "Staurodesmus megacanthus" "a Desmid alga" "-" "-"
"1000" "Non vascular plants" "Staurodesmus mucronatus" "a Desmid alga" "-" "-"
"1001" "Non vascular plants" "Staurodesmus omearae" "a Desmid alga" "-" "-"
"1002" "Non vascular plants" "Staurodesmus phimus" "a Desmid alga" "-" "-"
"1003" "Non vascular plants" "Staurodesmus spencerianus" "a Desmid alga" "-" "-"
"1004" "Non vascular plants" "Staurodesmus subtriangularis" "a Desmid alga" "-" "-"
"1005" "Non vascular plants" "Staurodesmus triangularis" "a Desmid alga" "-" "-"
"1006" "Non vascular plants" "Staurodesmus tumidus" "a Desmid alga" "-" "-"
"1007" "Non vascular plants" "Staurodesmus validus" "a Desmid alga" "-" "-"
"1008" "Non vascular plants" "Teilingia excavata" "a Desmid alga" "-" "-"
"1009" "Non vascular plants" "Xanthidium aculeatum" "a Desmid alga" "-" "-"
"1010" "Non vascular plants" "Xanthidium bifidum" "a Desmid alga" "-" "-"
"1011" "Non vascular plants" "Xanthidium brebissonii" "a Desmid alga" "-" "-"
"1012" "Non vascular plants" "Xanthidium concinnum" "a Desmid alga" "-" "-"
"1013" "Non vascular plants" "Xanthidium controversum" "a Desmid alga" "-" "-"
"1014" "Non vascular plants" "Xanthidium cristatum" "a Desmid alga" "-" "-"
"1015" "Non vascular plants" "Xanthidium impar" "a Desmid alga" "-" "-"
"1016" "Non vascular plants" "Xanthidium robinsonianum" "a Desmid alga" "-" "-"
"1017" "Non vascular plants" "Xanthidium smithii" "a Desmid alga" "-" "-"
"1018" "Non vascular plants" "Xanthidium variabile" "a Desmid alga" "-" "-"
"1019" "Non vascular plants" "Pseudoquadrigula britannica" "a freshwater alga" "-" "-"
"1020" "Non vascular plants" "Batrachospermum gelatinosum forma spermatoinvolucrum" "a freshwater red alga" "-" "-"
"1021" "Non vascular plants" "Sirodotia suecica" "a freshwater red alga" "-" "-"
"1022" "Non vascular plants" "Coelastropsis costata" "an Alga" "-" "-"
"1023" "Non vascular plants" "Gonatozygon aculeatum" "an Alga" "-" "-"
"1024" "Non vascular plants" "Gonatozygon kinahanii" "an Alga" "-" "-"
"1025" "Non vascular plants" "Roya anglica" "an alga" "-" "-"
"1026" "Fungi" "Abortiporus biennis" "Blushing Rosette" "-" "-"
"1027" "Fungi" "Aleurodiscus wakefieldiae" "Pink Disco" "-" "-"
"1028" "Fungi" "Amanita nivalis" "Mountain Grisette" "Yes" "Yes"
"1029" "Fungi" "Antrodia ramentacea" "Honeycomb Crust" "-" "-"
"1030" "Fungi" "Armillaria ectypa" "Marsh Honey Fungus" "Yes" "Yes"
"1031" "Fungi" "Phellodon fuligineoalbus" "Drab Tooth" "-" "-"
"1032" "Fungi" "Boletopsis watlingii" "Black Falsebolete" "Yes" "Yes"
"1033" "Fungi" "Cainiella johansonii" "Mountain Avens Microdot" "Yes" "Yes"
"1034" "Fungi" "Calocybe onychina" "Lilac Domecap" "Yes" "Yes"
"1035" "Fungi" "Hodophilus atropunctus" "Dotted Fanvault" "-" "-"
"1036" "Fungi" "Hodophilus foetens" "Stinking Fanvault" "-" "-"
"1037" "Fungi" "Hodophilus micaceus" "Glittering Fanvault" "Yes" "Yes"
"1038" "Fungi" "Camarophyllopsis schulzeri" "Matt Fanvault" "-" "-"
"1039" "Fungi" "Cantharellus ferruginascens" "Pale Chanterelle" "-" "-"
"1040" "Fungi" "Cantharellus friesii" "Orange Chanterelle" "Yes" "Yes"
"1041" "Fungi" "Cantharellus melanoxeros" "Blackening Chanterelle" "Yes" "Yes"
"1042" "Fungi" "Chrysomphalina chrysophylla" "Golden Navel" "Yes" "Yes"
"1043" "Fungi" "Chrysomyxa empetri" "Crowberry Rust" "-" "-"
"1044" "Fungi" "Chrysomyxa pirolata" "Wintergreen Rust" "Yes" "Yes"
"1045" "Fungi" "Clavaria incarnata" "Skinny Club" "-" "-"
"1046" "Fungi" "Alloclavaria purpurea" "Purple Spindles" "Yes" "Yes"
"1047" "Fungi" "Gymnopus putillus" "Pine Toughshank" "Yes" "Yes"
"1048" "Fungi" "Coprinopsis ammophilae" "Dune Inkcap" "Yes" "Yes"
"1049" "Fungi" "Ophiocordyceps sphecocephala" "Yellow Waspclub" "Yes" "Yes"
"1050" "Fungi" "Cortinarius cyanites" "Blushing Webcap" "Yes" "Yes"
"1051" "Fungi" "Cortinarius laniger" "Wooly Webcap" "Yes" "Yes"
"1052" "Fungi" "Aureonarius limonius" "Sunset Webcap" "-" "-"
"1053" "Fungi" "Cortinarius orellanus" "Fool's Webcap" "Yes" "Yes"
"1054" "Fungi" "Thaxterogaster porphyropus" "a Webcap fungus" "-" "-"
"1055" "Fungi" "Cystinarius rubicundulus" "Ruddy Webcap" "Yes" "Yes"
"1056" "Fungi" "Phlegmacium saginum" "Cloaked Webcap" "Yes" "Yes"
"1057" "Fungi" "Crepidotus caspari" "Pale Oysterling" "-" "-"
"1058" "Fungi" "Cudonia circinans" "Redleg Jellybaby" "-" "-"
"1059" "Fungi" "Cudonia confusa" "Cinnamon Jellybaby" "-" "-"
"1060" "Fungi" "Cyathus stercoreus" "Dung Bird's Nest" "-" "-"
"1061" "Fungi" "Cystodermella cinnabarina" "Cinnabar Powdercap" "-" "-"
"1062" "Fungi" "Cytidia salicina" "Scarlet Splash" "Yes" "Yes"
"1063" "Fungi" "Dacrymyces ovisporus" "Pine Jellyspot" "Yes" "Yes"
"1064" "Fungi" "Dacryobolus sudans" "Weeping Toothcrust" "Yes" "Yes"
"1065" "Fungi" "Dendrocollybia racemosa" "Branched Shanklet" "-" "-"
"1066" "Fungi" "Encoelia glauca" "Green Hazelcup" "Yes" "Yes"
"1067" "Fungi" "Entoloma aethiops" "Black Pinkgill" "Yes" "Yes"
"1068" "Fungi" "Entoloma bloxamii" "Big Blue Pinkgill" "-" "-"
"1069" "Fungi" "Entoloma excentricum var. excentricum" "Excentric Pinkgill" "Yes" "Yes"
"1070" "Fungi" "Entoloma indutoides" "Rubygrey Pinkgill" "-" "-"
"1071" "Fungi" "Entoloma tjallingiorum" "Hairy Pinkgill" "Yes" "Yes"
"1072" "Fungi" "Erastia salmonicolor" "Salmon Bracket" "Yes" "Yes"
"1073" "Fungi" "Exobasidium expansum" "Northern Bilberry Redleaf" "Yes" "Yes"
"1074" "Fungi" "Exobasidium juelianum" "Dwarfing Redleaf" "-" "-"
"1075" "Fungi" "Exobasidium sydowianum" "Bearberry Redleaf" "Yes" "Yes"
"1076" "Fungi" "Fayodia bisphaerigera" "Slender Navel" "-" "-"
"1077" "Fungi" "Flammulaster limulatus var. litus" "a fungus" "-" "-"
"1078" "Fungi" "Galerina harrisonii" "a Mossbell fungus" "-" "-"
"1079" "Fungi" "Geastrum fornicatum" "Arched Earthstar" "-" "-"
"1080" "Fungi" "Geastrum triplex" "Collared Earthstar" "-" "-"
"1081" "Fungi" "Geoglossum atropurpureum" "Dark-purple Earthtongue" "-" "-"
"1082" "Fungi" "Geoglossum elongatum" "Elongate Earthtongue" "Yes" "Yes"
"1083" "Fungi" "Geoglossum starbaeckii" "Star Earthtongue" "-" "-"
"1084" "Fungi" "Gloeophyllum odoratum" "Anise Mazegill" "Yes" "Yes"
"1085" "Fungi" "Vitreoporus dichrous" "a fungus" "-" "-"
"1086" "Fungi" "Guepinia helvelloides" "Salmon Salad" "-" "-"
"1087" "Fungi" "Gyromitra leucoxantha" "Fishtail Cup" "Yes" "Yes"
"1088" "Fungi" "Dissingia leucomelaena" "Sooty Cup" "-" "-"
"1089" "Fungi" "Hohenbuehelia culmicola" "Marram Oyster" "Yes" "Yes"
"1090" "Fungi" "Hydnellum aurantiacum" "Orange Tooth" "Yes" "Yes"
"1091" "Fungi" "Hydnellum caeruleum" "Blue Tooth" "Yes" "-"
"1092" "Fungi" "Hydnellum concrescens" "Zoned Tooth" "-" "-"
"1093" "Fungi" "Hydnellum ferrugineum" "Mealy Tooth" "Yes" "-"
"1094" "Fungi" "Hydnellum peckii" "Devil's Tooth" "-" "-"
"1095" "Fungi" "Hydnellum scrobiculatum" "Ridged Tooth" "-" "-"
"1096" "Fungi" "Hydnellum spongiosipes" "Velvet Tooth" "-" "-"
"1097" "Fungi" "Hygrocybe calciphila" "Limestone Waxcap" "-" "-"
"1098" "Fungi" "Chromosera lilacina" "Lilac Waxcap" "-" "-"
"1099" "Fungi" "Hygrocybe spadicea" "Date Waxcap" "-" "-"
"1100" "Fungi" "Chromosera xanthochroa" "Alpine Waxcap" "-" "-"
"1101" "Fungi" "Hygrophorus camarophyllus" "Arched Woodwax" "Yes" "Yes"
"1102" "Fungi" "Hygrophorus nemoreus" "Oak Woodwax" "-" "-"
"1103" "Fungi" "Hypocreopsis rhododendri" "Hazel Gloves" "-" "-"
"1104" "Fungi" "Hypsizygus ulmarius" "Elm Leech" "-" "-"
"1105" "Fungi" "Mensularia nodulosa" "a bracket fungus" "-" "-"
"1106" "Fungi" "Pholiota lignicola" "Conifer Woodtuft" "-" "-"
"1107" "Fungi" "Laccaria maritima" "Sand Deceiver" "Yes" "Yes"
"1108" "Fungi" "Lactarius musteus" "Pine Milkcap" "-" "-"
"1109" "Fungi" "Lactarius resimus" "Rollrim Milkcap" "Yes" "Yes"
"1110" "Fungi" "Lasiobotrys lonicerae" "Honeysuckle Rash" "Yes" "Yes"
"1111" "Fungi" "Leccinum aurantiacum" "Willow Bolete" "-" "-"
"1112" "Fungi" "Leccinum vulpinum" "Foxy Bolete" "-" "-"
"1113" "Fungi" "Lentinellus ursinus" "Bear Cockleshell" "-" "-"
"1114" "Fungi" "Leucocortinarius bulbiger" "White Webcap" "-" "-"
"1115" "Fungi" "Loreleia marchantiae" "Liverwort Navel" "-" "-"
"1116" "Fungi" "Lycoperdon caudatum" "Pedicel Puffball" "Yes" "Yes"
"1117" "Fungi" "Marasmius hudsonii" "Holly Parachute" "-" "-"
"1118" "Fungi" "Melanoleuca schumacheri" "Clouded Cavalier" "-" "-"
"1119" "Fungi" "Microglossum olivaceum" "Olive Earthtongue" "-" "-"
"1120" "Fungi" "Milesina whitei" "Shield-fern Rust" "-" "-"
"1121" "Fungi" "Mycena aurantiomarginata" "Golden Edge Bonnet" "-" "-"
"1122" "Fungi" "Mycena picta" "Cryptic Bonnet" "Yes" "Yes"
"1123" "Fungi" "Mycena septentrionalis" "Pelargonium Bonnet" "-" "-"
"1124" "Fungi" "Mycena urania" "Violet Bonnet" "Yes" "Yes"
"1125" "Fungi" "Nyssopsora echinata" "Spignel Rust" "Yes" "Yes"
"1126" "Fungi" "Octaviania asterosperma" "Chalky False Truffle" "-" "-"
"1127" "Fungi" "Ombrophila janthina" "Violet Jellydisc" "-" "-"
"1128" "Fungi" "Omphalina galericolor var. galericolor" "Dune Navel" "Yes" "Yes"
"1129" "Fungi" "Otidea cantharella" "Cupped Ear" "Yes" "Yes"
"1130" "Fungi" "Otidea phlebophora" "Veined Ear" "Yes" "Yes"
"1131" "Fungi" "Phellodon confluens" "Fused Tooth" "-" "-"
"1132" "Fungi" "Phellodon melaleucus" "Grey Tooth" "-" "-"
"1133" "Fungi" "Phellodon niger" "Black Tooth" "-" "-"
"1134" "Fungi" "Phellodon tomentosus" "Woolly Tooth" "-" "-"
"1135" "Fungi" "Phylloporus pelletieri" "Golden-gilled Bolete" "-" "-"
"1136" "Fungi" "Buglossoporus quercinus" "Oak Polypore" "-" "Yes"
"1137" "Fungi" "Plectania melastoma" "Corona Cup" "-" "-"
"1138" "Fungi" "Pluteus pellitus" "Ghost Shield" "-" "-"
"1139" "Fungi" "Podosphaera volkartii" "Mountain Avens Mildew" "-" "-"
"1140" "Fungi" "Polyporus umbellatus" "Umbrella Polypore" "-" "-"
"1141" "Fungi" "Psathyrella caput-medusae" "Medusa Brittlestem" "Yes" "Yes"
"1142" "Fungi" "Pseudoplectania nigrella" "Ebony Cup" "-" "-"
"1143" "Fungi" "Pterulicium caricis-pendulae" "Pendulous Sedge Club" "-" "-"
"1144" "Fungi" "Puccinia clintonii" "Lousewort Rust" "Yes" "Yes"
"1145" "Fungi" "Puccinia eriophori" "Deer Grass Rust" "Yes" "Yes"
"1146" "Fungi" "Puccinia moliniae" "Purple Moorgrass Rust" "Yes" "Yes"
"1147" "Fungi" "Puccinia septentrionalis" "Alpine Rust" "Yes" "-"
"1148" "Fungi" "Pucciniastrum goodyerae" "Creeping Ladies Tresses Rust" "Yes" "Yes"
"1149" "Fungi" "Ramaria botrytis" "Rosso Coral" "-" "-"
"1150" "Fungi" "Ramaria stricta" "Upright Coral" "-" "-"
"1151" "Fungi" "Ramariopsis crocea" "Orange Coral" "Yes" "Yes"
"1152" "Fungi" "Clitopilus geminus" "Tan Pinkgill" "-" "-"
"1153" "Fungi" "Rickenella pseudogrisella" "Blasia Mosscap" "-" "-"
"1154" "Fungi" "Rimbachia arachnoidea" "Spidery Mossear" "-" "-"
"1155" "Fungi" "Rimbachia bryophila" "Veined Mossear" "-" "-"
"1156" "Fungi" "Ripartites tricholoma" "Bearded Seamine" "-" "-"
"1157" "Fungi" "Russula aurantiaca" "a Brittlegill fungus" "Yes" "Yes"
"1158" "Fungi" "Russula aurea" "Gilded Brittlegill" "-" "-"
"1159" "Fungi" "Russula badia" "Burning Brittlegill" "-" "-"
"1160" "Fungi" "Russula intermedia" "Intermediate Brittlegill" "-" "-"
"1161" "Fungi" "Russula laccata" "Willow Brittlegill" "-" "-"
"1162" "Fungi" "Russula lilacea" "Lilac Brittlegill" "-" "-"
"1163" "Fungi" "Russula minutula" "Minute Brittlegill" "-" "-"
"1164" "Fungi" "Russula pelargonia" "Pelargonium Brittlegill" "-" "-"
"1165" "Fungi" "Russula raoultii" "Pallid Brittlegill" "-" "-"
"1166" "Fungi" "Russula rutila" "Ruddy Brittlegill" "-" "-"
"1167" "Fungi" "Russula solaris" "Sunny Brittlegill" "-" "-"
"1168" "Fungi" "Hydnellum glaucopus" "Greenfoot Tooth" "Yes" "Yes"
"1169" "Fungi" "Hydnellum scabrosum" "Bitter Tooth" "Yes" "-"
"1170" "Fungi" "Sarcodon squamosus" "Scaly Tooth" "-" "-"
"1171" "Fungi" "Sarcoscypha coccinea" "Scarlet Elf Cup" "-" "-"
"1172" "Fungi" "Scytinostroma portentosum" "Mothball Crust" "-" "-"
"1173" "Fungi" "Squamanita paradoxa" "Powdercap Strangler" "-" "-"
"1174" "Fungi" "Squamanita pearsonii" "Strathy Strangler" "Yes" "Yes"
"1175" "Fungi" "Stagnicola perplexa" "Puzzling Rootshank" "Yes" "Yes"
"1176" "Fungi" "Stereopsis vitellina" "Roothole Rosette" "Yes" "Yes"
"1177" "Fungi" "Stropharia hornemannii" "Conifer Roundhead" "Yes" "Yes"
"1178" "Fungi" "Tricholoma aestuans" "Acrid Knight" "Yes" "Yes"
"1179" "Fungi" "Tricholoma apium" "Scented Knight" "Yes" "Yes"
"1180" "Fungi" "Tricholoma colossus" "Giant Knight" "Yes" "Yes"
"1181" "Fungi" "Tricholoma robustum" "Robust Knight" "Yes" "Yes"
"1182" "Fungi" "Tricholoma stans" "Upright Knight" "Yes" "Yes"
"1183" "Fungi" "Tulostoma niveum" "White Stalkball" "Yes" "Yes"
"1184" "Fungi" "Urocystis primulicola" "Bird's-eye Primrose Smut" "Yes" "Yes"
"1185" "Fungi" "Urocystis trientalis" "Chickweed Wintergreen Smut" "Yes" "Yes"
"1186" "Fungi" "Uromyces scutellatus" "Cypress Spurge Rust" "Yes" "Yes"
"1187" "Fungi" "Absconditella annexa" "a lichen" "-" "-"
"1188" "Fungi" "Absconditella pauxilla" "a lichen" "-" "-"
"1189" "Fungi" "Absconditella sphagnorum" "a lichen" "-" "-"
"1190" "Fungi" "Acarospora badiofusca" "a lichen" "-" "-"
"1191" "Fungi" "Trimmatothelopsis benedarensis" "a lichen" "-" "-"
"1192" "Fungi" "Acarospora macrospora subsp. macrospora" "a lichen" "-" "-"
"1193" "Fungi" "Acarospora nitrophila" "a lichen" "-" "-"
"1194" "Fungi" "Trimmatothelopsis rhizobola" "a lichen" "Yes" "Yes"
"1195" "Fungi" "Acrocordia cavata" "a lichen" "-" "-"
"1196" "Fungi" "Acrocordia subglobosa" "a lichen" "-" "-"
"1197" "Fungi" "Adelolecia pilati" "a lichen" "-" "-"
"1198" "Fungi" "Agonimia octospora" "a lichen" "-" "-"
"1199" "Fungi" "Alectoria ochroleuca" "a Lichen" "Yes" "Yes"
"1200" "Fungi" "Anaptychia ciliaris subsp. ciliaris" "a Lichen" "Yes" "Yes"
"1201" "Fungi" "Anisomeridium viridescens" "a Lichen" "-" "-"
"1202" "Fungi" "Aphanopsis coenosa" "a Lichen" "-" "-"
"1203" "Fungi" "Arctomia delicatula" "a Lichen" "-" "-"
"1204" "Fungi" "Reichlingia anombrophila" "a comma lichen" "-" "-"
"1205" "Fungi" "Arthonia apatetica" "a comma lichen" "-" "-"
"1206" "Fungi" "Reichlingia dendritica" "a Lichen" "Yes" "-"
"1207" "Fungi" "Sparria endlicheri" "a Lichen" "-" "-"
"1208" "Fungi" "Arthonia excipienda" "a Lichen" "-" "-"
"1209" "Fungi" "Arthonia ilicina" "a Lichen" "-" "-"
"1210" "Fungi" "Arthonia ilicinella" "a Lichen" "-" "-"
"1211" "Fungi" "Arthonia patellulata" "a Lichen" "-" "-"
"1212" "Fungi" "Reichlingia zwackhii" "a Lichen" "-" "-"
"1213" "Fungi" "Naetrocymbe atractospora" "a Lichen" "-" "-"
"1214" "Fungi" "Arthopyrenia carneobrunneola" "a Lichen" "-" "-"
"1215" "Fungi" "Naetrocymbe nitescens" "a Lichen" "-" "-"
"1216" "Fungi" "Arthothelium dictyosporum" "a Lichen" "Yes" "-"
"1217" "Fungi" "Arthothelium macounii" "a Lichen" "Yes" "Yes"
"1218" "Fungi" "Arthothelium norvegicum" "a Lichen" "-" "-"
"1219" "Fungi" "Arthothelium orbilliferum" "a Lichen" "-" "-"
"1220" "Fungi" "Arthrorhaphis vacillans" "a Lichen" "-" "-"
"1221" "Fungi" "Lobothallia melanaspis" "a Lichen" "Yes" "Yes"
"1222" "Fungi" "Acarospora moenium" "a Lichen" "-" "-"
"1223" "Fungi" "Lobothallia recedens" "a Lichen" "-" "-"
"1224" "Fungi" "Bacidia caesiovirens" "a Lichen" "-" "-"
"1225" "Fungi" "Bacidia circumspecta" "a Lichen" "Yes" "Yes"
"1226" "Fungi" "Bacidia fuscoviridis" "a Lichen" "-" "-"
"1227" "Fungi" "Scutula igniarii" "a Lichen" "Yes" "Yes"
"1228" "Fungi" "Bellicidia incompta" "Sap-groove Lichen" "Yes" "-"
"1229" "Fungi" "Bibbya subcircumspecta" "a Lichen" "-" "-"
"1230" "Fungi" "Toniniopsis subincompta" "a Lichen" "-" "-"
"1231" "Fungi" "Bibbya vermifera" "a Lichen" "Yes" "Yes"
"1232" "Fungi" "Bactrospora dryina" "a Lichen" "Yes" "Yes"
"1233" "Fungi" "Bactrospora homalotropa" "a Lichen" "-" "-"
"1234" "Fungi" "Baeomyces carneus" "a Lichen" "-" "-"
"1235" "Fungi" "Bellemerea alpina" "a Lichen" "Yes" "Yes"
"1236" "Fungi" "Biatora carneoalbida" "a Lichen" "Yes" "Yes"
"1237" "Fungi" "Biatora efflorescens" "a Lichen" "-" "-"
"1238" "Fungi" "Biatora subduplex" "a Lichen" "-" "-"
"1239" "Fungi" "Bilimbia tetramera" "a Lichen" "Yes" "Yes"
"1240" "Fungi" "Biatorella hemisphaerica" "a Lichen" "Yes" "Yes"
"1241" "Fungi" "Biatoridium delitescens" "a Lichen" "Yes" "Yes"
"1242" "Fungi" "Biatoridium monasteriense" "a Lichen" "Yes" "Yes"
"1243" "Fungi" "Brigantiaea fuscolutea" "a Lichen" "-" "-"
"1244" "Fungi" "Brodoa intestiniformis" "a Lichen" "Yes" "Yes"
"1245" "Fungi" "Bryonora curvescens" "a Lichen" "Yes" "Yes"
"1246" "Fungi" "Bryoria furcellata" "Forked Hair-lichen" "Yes" "Yes"
"1247" "Fungi" "Bryoria smithii" "a Lichen" "Yes" "Yes"
"1248" "Fungi" "Bryoria tenuis" "a Hair-lichen" "-" "-"
"1249" "Fungi" "Buellia arborea" "a lichen" "-" "-"
"1250" "Fungi" "Buellia arnoldii" "a lichen" "-" "-"
"1251" "Fungi" "Tetramelas insignis" "a lichen" "Yes" "Yes"
"1252" "Fungi" "Tetramelas papillatus" "a lichen" "Yes" "Yes"
"1253" "Fungi" "Tetramelas pulverulentus" "a lichen" "-" "-"
"1254" "Fungi" "Buellia sanguinolenta" "a lichen" "-" "-"
"1255" "Fungi" "Buellia uberior" "a lichen" "-" "-"
"1256" "Fungi" "Buellia violaceofusca" "a Lichen" "Yes" "-"
"1257" "Fungi" "Calicium corynellum" "a Lichen" "Yes" "Yes"
"1258" "Fungi" "Calicium diploellum" "a Lichen" "Yes" "Yes"
"1259" "Fungi" "Calicium lenticulare" "a Pinhead lichen" "-" "-"
"1260" "Fungi" "Calicium parvum" "a Pinhead lichen" "-" "-"
"1261" "Fungi" "Caloplaca ahtii" "a Lichen" "Yes" "Yes"
"1262" "Fungi" "Amundsenia approximata" "a Lichen" "-" "-"
"1263" "Fungi" "Haloplaca britannica" "a Lichen" "-" "-"
"1264" "Fungi" "Caloplaca caesiorufella" "a Lichen" "Yes" "Yes"
"1265" "Fungi" "Caloplaca cinnamomea" "a Lichen" "Yes" "Yes"
"1266" "Fungi" "Caloplaca concilians" "a Lichen" "-" "-"
"1267" "Fungi" "Flavoplaca dichroa" "a Lichen" "-" "-"
"1268" "Fungi" "Blastenia ferruginea" "a Lichen" "-" "-"
"1269" "Fungi" "Opeltia flavorubescens" "a Lichen" "Yes" "Yes"
"1270" "Fungi" "Caloplaca irrubescens" "a Lichen" "-" "-"
"1271" "Fungi" "Lendemeriella lucifuga" "a Lichen" "Yes" "Yes"
"1272" "Fungi" "Cerothallia luteoalba" "Orange-fruited Elm-lichen" "-" "Yes"
"1273" "Fungi" "Lendemeriella nivalis" "Snow Caloplaca" "Yes" "Yes"
"1274" "Fungi" "Caloplaca ochracea" "a lichen" "-" "-"
"1275" "Fungi" "Caloplaca virescens" "a Lichen" "Yes" "Yes"
"1276" "Fungi" "Calvitimela armeniaca" "a lichen" "-" "-"
"1277" "Fungi" "Candelariella superdistans" "a Lichen" "Yes" "Yes"
"1278" "Fungi" "Catapyrenium daedaleum" "a Lichen" "Yes" "Yes"
"1279" "Fungi" "Catapyrenium pilosellum" "a Lichen" "-" "-"
"1280" "Fungi" "Catapyrenium psoromoides" "Tree Catapyrenium" "Yes" "Yes"
"1281" "Fungi" "Catapyrenium rufescens" "a lichen" "-" "-"
"1282" "Fungi" "Involucropyrenium waltheri" "a lichen" "Yes" "Yes"
"1283" "Fungi" "Biatora veteranorum" "a Lichen" "Yes" "Yes"
"1284" "Fungi" "Catillaria aphana" "a lichen" "-" "-"
"1285" "Fungi" "Catillaria gilbertii" "a lichen" "-" "-"
"1286" "Fungi" "Catillaria minuta" "a lichen" "-" "-"
"1287" "Fungi" "Catillaria modesta" "a lichen" "Yes" "Yes"
"1288" "Fungi" "Catinaria neuschildii" "a lichen" "Yes" "Yes"
"1289" "Fungi" "Catolechia wahlenbergii" "a lichen" "Yes" "Yes"
"1290" "Fungi" "Hypogymnia hultenii" "a lichen" "-" "-"
"1291" "Fungi" "Cetrariella delisei" "a Lichen" "-" "-"
"1292" "Fungi" "Chaenotheca chlorella" "a Lichen" "-" "-"
"1293" "Fungi" "Chaenotheca gracilenta" "a Lichen" "Yes" "Yes"
"1294" "Fungi" "Chaenotheca laevigata" "a Lichen" "Yes" "Yes"
"1295" "Fungi" "Chaenotheca xyloxena" "a Lichen" "Yes" "Yes"
"1296" "Fungi" "Chaenothecopsis savonica" "a lichen" "-" "-"
"1297" "Fungi" "Chrysothrix chrysophthalma" "a lichen" "-" "-"
"1298" "Fungi" "Cladonia alpina" "a lichen" "-" "-"
"1299" "Fungi" "Cladonia arbuscula subsp. arbuscula" "a lichen" "-" "Yes"
"1300" "Fungi" "Cladonia botrytes" "Stump Lichen" "Yes" "Yes"
"1301" "Fungi" "Cladonia cenotea" "a Lichen" "-" "-"
"1302" "Fungi" "Cladonia cervicornis subsp. pulvinata" "a Lichen" "-" "-"
"1303" "Fungi" "Cladonia maxima" "a Lichen" "Yes" "Yes"
"1304" "Fungi" "Cladonia straminea" "a Lichen" "-" "-"
"1305" "Fungi" "Cladonia mitis" "a Lichen" "-" "Yes"
"1306" "Fungi" "Cladonia norvegica" "a Lichen" "-" "-"
"1307" "Fungi" "Cladonia peziziformis" "a Lichen" "Yes" "Yes"
"1308" "Fungi" "Cladonia stereoclada" "a Lichen" "-" "-"
"1309" "Fungi" "Cladonia stygia" "a Lichen" "-" "Yes"
"1310" "Fungi" "Cladonia symphycarpa" "a Lichen" "-" "-"
"1311" "Fungi" "Cladonia trassii" "a Lichen" "Yes" "Yes"
"1312" "Fungi" "Cladonia uncialis subsp. uncialis" "a Lichen" "Yes" "Yes"
"1313" "Fungi" "Cliostomum flavidulum" "a Lichen" "-" "-"
"1314" "Fungi" "Cliostomum leprosum" "a Lichen" "-" "-"
"1315" "Fungi" "Enchylium bachmanianum" "a lichen" "-" "-"
"1316" "Fungi" "Collema callopismum var. rhyparodes" "a lichen" "-" "-"
"1317" "Fungi" "Rostania ceranisca" "a lichen" "Yes" "Yes"
"1318" "Fungi" "Lathagrium dichotomum" "River Jelly Lichen" "-" "Yes"
